id,student_id,course_id,enrollment_date,status,final_grade
805,318,78,2025-05-13,active,
806,318,13,2025-08-22,active,
807,319,116,2023-05-19,dropped,
808,319,78,2025-05-28,active,
809,320,67,2023-03-20,completed,B
810,320,54,2023-10-17,active,
811,320,48,2024-11-28,active,
812,320,112,2024-09-03,dropped,
813,321,55,2023-06-01,completed,C
814,322,37,2023-08-30,dropped,
815,323,33,2023-03-01,active,
816,323,25,2025-12-21,active,
817,323,1,2025-06-30,active,
818,323,91,2025-12-02,active,
819,324,53,2024-05-10,completed,C
820,324,47,2025-08-18,dropped,
821,324,14,2023-08-21,completed,C
822,325,97,2024-09-13,completed,A
823,325,27,2024-06-12,completed,B
824,325,53,2024-05-20,completed,C
825,325,71,2023-04-15,completed,D
826,326,96,2025-05-03,active,
827,327,13,2025-09-16,active,
828,327,28,2025-05-22,dropped,
829,328,21,2023-11-09,dropped,
830,329,103,2024-12-26,dropped,
831,330,119,2025-10-30,active,
832,330,77,2024-08-06,completed,A
833,330,56,2025-12-08,dropped,
834,330,12,2024-12-16,completed,B
835,331,100,2025-05-21,active,
836,332,2,2023-05-18,completed,A
837,332,26,2023-05-01,completed,C
838,332,109,2024-08-16,completed,A
839,332,85,2023-01-19,completed,F
840,333,36,2024-12-15,completed,C
841,334,76,2023-11-20,completed,E
842,334,26,2023-04-28,completed,D
843,334,67,2023-04-24,completed,F
844,334,2,2023-05-02,completed,F
845,335,120,2023-09-08,completed,B
846,335,52,2024-11-11,completed,B
847,335,74,2025-08-02,dropped,
848,335,1,2025-06-13,dropped,
849,336,89,2023-05-16,completed,A
850,336,57,2025-01-03,dropped,
851,336,49,2024-05-21,completed,D
852,337,62,2025-05-23,active,
853,338,82,2023-07-09,completed,B
854,338,101,2025-11-08,active,
855,338,29,2024-03-17,completed,B
856,338,87,2023-03-20,completed,C
857,339,10,2024-10-18,active,
858,339,71,2023-04-12,completed,C
859,339,120,2023-09-03,dropped,
860,340,64,2024-09-07,completed,A
861,340,95,2025-10-01,active,
862,341,107,2024-01-26,completed,C
863,341,32,2025-03-16,dropped,
864,342,79,2025-10-24,dropped,
865,342,1,2025-06-27,active,
866,342,98,2024-08-18,completed,F
867,342,110,2023-06-07,dropped,
868,343,24,2025-05-17,active,
869,343,98,2024-09-15,completed,A
870,343,118,2024-10-08,completed,B
871,343,66,2025-05-09,active,
872,344,59,2023-08-10,completed,B
873,344,16,2024-08-25,completed,A
874,345,42,2025-08-11,active,
875,346,24,2025-05-15,active,
876,346,71,2023-04-29,completed,A
877,346,34,2025-01-08,active,
878,347,47,2025-08-19,active,
879,347,110,2023-06-07,completed,C
880,347,52,2024-10-21,dropped,
881,348,103,2025-01-17,dropped,
882,348,31,2023-05-22,completed,F
883,348,72,2023-05-27,completed,A
884,349,64,2024-10-05,completed,C
885,349,18,2023-03-24,completed,B
886,349,115,2025-08-21,active,
887,349,109,2024-07-14,completed,A
888,350,61,2023-10-19,completed,B
889,350,108,2024-06-13,completed,C
890,350,81,2024-12-09,active,
891,351,16,2024-10-02,completed,C
892,351,45,2023-07-15,completed,F
893,351,112,2024-08-05,completed,C
894,351,87,2023-04-02,active,
895,352,114,2025-09-26,active,
896,352,11,2025-04-25,dropped,
897,352,49,2024-06-01,dropped,
898,352,79,2025-10-11,active,
899,353,109,2024-07-18,completed,B
900,353,117,2025-05-02,active,
901,353,10,2024-10-24,completed,B
902,353,11,2025-05-14,dropped,
903,354,96,2025-05-17,active,
904,354,76,2023-10-15,dropped,
905,354,67,2023-03-26,completed,C
906,355,27,2024-05-18,completed,A
907,356,71,2023-04-15,completed,F
908,356,7,2025-04-30,active,
909,356,4,2025-10-11,active,
910,356,99,2025-06-22,active,
911,357,95,2025-10-13,active,
912,357,37,2023-07-31,completed,A
913,358,85,2023-01-26,dropped,
914,359,111,2024-10-20,dropped,
915,359,61,2023-11-17,completed,F
916,359,60,2024-12-04,active,
917,360,81,2024-12-29,active,
918,360,96,2025-05-29,active,
919,360,82,2023-06-14,dropped,
920,360,113,2025-11-07,active,
921,361,57,2025-01-01,active,
922,362,20,2024-09-26,completed,C
923,362,39,2023-11-30,completed,B
924,362,2,2023-04-15,completed,B
925,363,39,2023-12-10,completed,C
926,363,2,2023-05-20,completed,B
927,363,99,2025-07-03,active,
928,363,56,2025-11-29,active,
929,364,107,2023-12-23,completed,A
930,364,49,2024-06-09,active,
931,364,29,2024-04-25,dropped,
932,364,34,2025-01-24,active,
933,365,53,2024-05-05,completed,B
934,365,25,2025-12-25,active,
935,365,110,2023-05-30,completed,C
936,366,42,2025-07-28,active,
937,366,3,2024-10-31,completed,F
938,367,35,2025-03-29,dropped,
939,367,17,2023-10-05,completed,A
940,367,92,2024-01-10,completed,B
941,368,48,2024-11-06,active,
942,368,60,2024-12-08,dropped,
943,368,90,2023-03-04,completed,B
944,368,102,2025-06-20,active,
945,369,115,2025-08-01,dropped,
946,369,108,2024-05-21,completed,C
947,370,50,2023-11-20,completed,F
948,370,99,2025-06-10,active,
949,371,67,2023-04-29,dropped,
950,372,50,2023-11-12,completed,C
951,372,88,2025-08-26,dropped,
952,372,40,2025-10-11,active,
953,372,120,2023-09-22,completed,A
954,373,111,2024-10-28,completed,A
955,374,42,2025-08-05,active,
956,374,2,2023-05-10,active,
957,374,22,2025-05-27,dropped,
958,374,102,2025-06-23,dropped,
959,375,89,2023-05-29,completed,A
960,375,77,2024-07-19,completed,B
961,375,20,2024-11-13,completed,A
962,375,48,2024-12-15,active,
963,376,17,2023-10-22,completed,F
964,377,104,2023-11-27,completed,C
965,377,115,2025-08-07,dropped,
966,377,57,2024-12-29,dropped,
967,378,91,2025-11-25,active,
968,378,57,2024-12-25,active,
969,378,72,2023-06-21,completed,C
970,378,38,2023-10-17,dropped,
971,379,9,2023-06-26,completed,D
972,379,68,2025-11-26,active,
973,380,100,2025-06-19,active,
974,381,114,2025-10-17,dropped,
975,381,3,2024-11-15,completed,B
976,382,85,2023-02-07,dropped,
977,383,68,2025-11-23,dropped,
978,383,88,2025-07-19,active,
979,384,53,2024-05-08,completed,C
980,384,83,2025-10-08,dropped,
981,384,42,2025-07-27,active,
982,385,26,2023-03-30,completed,A
983,386,85,2023-02-17,completed,A
984,386,63,2024-07-21,completed,A
985,386,68,2025-11-05,active,
986,386,80,2024-04-15,completed,C
987,387,72,2023-06-13,dropped,
988,387,96,2025-06-08,dropped,
989,387,114,2025-10-17,active,
990,388,94,2025-05-24,dropped,
991,389,28,2025-06-03,active,
992,390,69,2024-06-24,completed,C
993,390,50,2023-11-28,completed,A
994,391,96,2025-05-25,active,
995,391,14,2023-08-23,completed,B
996,391,99,2025-06-04,active,
997,391,82,2023-06-06,completed,B
998,392,69,2024-07-10,dropped,
999,392,77,2024-08-03,completed,F
1000,393,53,2024-05-28,dropped,
1001,393,98,2024-08-18,completed,C
1002,393,82,2023-06-08,completed,C
1003,394,47,2025-08-02,dropped,
1004,394,58,2024-01-17,completed,B
1005,394,51,2024-11-12,active,
1006,395,28,2025-05-21,active,
1007,395,110,2023-06-15,dropped,
1008,396,13,2025-09-13,active,
1009,396,5,2024-02-23,completed,D
1010,397,30,2025-03-13,active,
1011,397,33,2023-02-07,completed,A
1012,398,93,2023-09-02,active,
1013,399,63,2024-08-20,completed,D
1014,399,106,2024-09-11,completed,B
1015,400,11,2025-06-04,active,
1016,400,100,2025-06-06,active,
1017,400,8,2025-08-06,dropped,
1018,400,118,2024-09-25,completed,D
1019,401,82,2023-07-14,completed,A
1020,402,41,2024-10-27,active,
1021,403,65,2025-05-31,active,
1022,403,90,2023-04-16,dropped,
1023,403,29,2024-04-14,active,
1024,404,29,2024-04-13,completed,B
1025,405,44,2023-03-19,completed,A
1026,405,11,2025-05-11,active,
1027,406,65,2025-05-30,dropped,
1028,406,56,2025-12-14,active,
1029,406,100,2025-06-10,active,
1030,406,90,2023-04-06,completed,C
1031,407,32,2025-03-26,dropped,
1032,407,10,2024-10-27,completed,C
1033,408,86,2023-07-28,completed,B
1034,409,45,2023-06-05,active,
1035,409,77,2024-07-24,dropped,
1036,409,84,2025-08-29,dropped,
1037,410,80,2024-04-24,completed,B
1038,410,19,2025-08-05,dropped,
1039,410,57,2024-12-18,active,
1040,410,6,2025-06-20,active,
1041,411,112,2024-08-05,completed,C
1042,411,107,2023-12-25,completed,B
1043,412,27,2024-05-21,completed,B
1044,412,95,2025-10-01,active,
1045,412,69,2024-07-21,completed,A
1046,413,49,2024-05-29,dropped,
1047,414,33,2023-01-23,completed,A
1048,415,7,2025-04-24,active,
1049,415,60,2024-12-02,active,
1050,415,84,2025-09-01,active,
1051,416,3,2024-10-15,dropped,
1052,417,30,2025-02-28,dropped,
1053,417,49,2024-05-23,dropped,
1054,417,66,2025-05-11,active,
1055,417,91,2025-11-03,active,
1056,418,72,2023-05-20,completed,B
1057,418,119,2025-11-16,active,
1058,418,92,2024-02-13,completed,B
1059,418,3,2024-10-19,completed,B
1060,419,104,2023-10-28,dropped,
1061,419,8,2025-07-31,dropped,
1062,419,81,2024-12-10,active,
1063,420,115,2025-07-24,active,
1064,420,51,2024-11-17,active,
1065,420,85,2023-02-16,completed,C
1066,421,54,2023-10-23,completed,F
1067,421,31,2023-06-17,completed,B
1068,422,84,2025-08-27,active,
1069,422,18,2023-02-14,dropped,
1070,423,89,2023-05-13,dropped,
1071,423,91,2025-11-18,dropped,
1072,423,116,2023-06-03,completed,E
1073,424,41,2024-10-28,active,
1074,424,9,2023-08-02,completed,B
1075,425,94,2025-07-07,active,
1076,425,4,2025-10-28,dropped,
1077,426,57,2025-01-22,dropped,
1078,426,96,2025-05-06,active,
1079,426,120,2023-09-04,completed,A
1080,427,78,2025-04-23,active,
1081,427,73,2024-11-01,completed,B
1082,427,79,2025-11-03,dropped,
1083,428,65,2025-06-29,active,
1084,428,109,2024-08-18,completed,D
1085,429,61,2023-10-27,completed,C
1086,429,18,2023-02-02,dropped,
1087,429,21,2023-11-11,completed,C
1088,429,25,2025-11-27,dropped,
1089,430,23,2025-04-26,dropped,
1090,431,89,2023-04-25,completed,C
1091,431,42,2025-08-26,dropped,
1092,431,111,2024-10-10,completed,B
1093,431,59,2023-08-13,completed,B
1094,432,67,2023-03-24,completed,D
1095,433,113,2025-10-23,active,
1096,434,95,2025-10-18,dropped,
1097,434,6,2025-06-20,active,
1098,434,72,2023-06-15,completed,B
1099,434,50,2023-11-10,completed,B
1100,435,89,2023-05-13,dropped,
1101,436,107,2024-02-02,completed,A
1102,436,83,2025-11-12,dropped,
1103,436,58,2024-02-12,completed,B
1104,436,12,2024-12-11,active,
1105,437,59,2023-08-11,dropped,
1106,437,76,2023-11-02,completed,B
1107,438,92,2024-01-04,completed,C
1108,438,94,2025-06-29,active,
1109,439,94,2025-05-30,active,
1110,439,102,2025-06-10,active,
1111,439,66,2025-04-17,dropped,
1112,439,79,2025-10-26,dropped,
1113,440,21,2023-10-25,completed,C
1114,440,112,2024-08-13,completed,C
1115,441,37,2023-07-31,dropped,
1116,441,81,2024-11-23,completed,B
1117,441,24,2025-05-29,active,
1118,441,16,2024-09-25,completed,A
1119,442,31,2023-06-09,completed,B
1120,442,28,2025-06-08,active,
1121,442,76,2023-10-19,dropped,
1122,442,85,2023-01-21,completed,C
1123,443,7,2025-05-03,active,
1124,443,24,2025-05-22,active,
1125,444,86,2023-08-07,dropped,
1126,445,43,2024-11-24,active,
1127,445,118,2024-09-22,completed,B
1128,445,12,2025-01-02,completed,C
1129,446,59,2023-08-03,completed,A
1130,446,96,2025-06-07,active,
1131,447,115,2025-07-20,dropped,
1132,447,49,2024-05-27,completed,B
1133,447,105,2023-05-15,completed,B
1134,448,68,2025-10-26,active,
1135,448,27,2024-06-23,dropped,
1136,448,90,2023-04-03,dropped,
1137,448,79,2025-10-20,dropped,
1138,449,55,2023-06-13,completed,C
1139,449,78,2025-05-18,active,
1140,449,109,2024-07-16,completed,B
1141,450,64,2024-10-04,completed,B
1142,450,104,2023-10-24,completed,A
1143,450,24,2025-06-09,dropped,
1144,450,114,2025-10-25,dropped,
1145,451,53,2024-06-05,dropped,
1146,451,6,2025-06-30,active,
1147,451,43,2024-12-03,completed,B
1148,451,45,2023-06-08,completed,B
1149,452,99,2025-07-11,active,
1150,452,1,2025-06-22,dropped,
1151,452,15,2023-03-04,dropped,
1152,453,25,2025-12-06,dropped,
1153,453,43,2024-12-21,dropped,
1154,454,83,2025-10-14,active,
1155,455,115,2025-08-14,dropped,
1156,455,111,2024-10-12,dropped,
1157,455,69,2024-06-15,dropped,
1158,455,43,2024-12-10,active,
1159,456,72,2023-05-31,completed,B
1160,456,69,2024-08-01,completed,F
1161,456,3,2024-10-14,dropped,
1162,457,49,2024-05-02,completed,B
1163,457,81,2024-12-31,active,
1164,457,69,2024-08-01,active,
1165,458,91,2025-11-17,active,
1166,458,5,2024-03-01,completed,D
1167,458,35,2025-03-20,active,
1168,459,23,2025-05-18,active,
1169,459,15,2023-02-05,dropped,
1170,459,48,2024-12-02,active,
1171,460,116,2023-05-06,dropped,
1172,460,65,2025-07-07,dropped,
1173,460,20,2024-10-15,active,
1174,460,25,2025-11-24,dropped,
1175,461,106,2024-10-08,completed,A
1176,462,59,2023-07-21,completed,B
1177,463,40,2025-09-10,active,
1178,464,43,2024-12-20,dropped,
1179,465,67,2023-05-06,completed,B
1180,466,82,2023-06-15,completed,B
1181,466,115,2025-08-19,active,
1182,466,27,2024-06-05,completed,B
1183,467,36,2024-10-27,dropped,
1184,467,15,2023-02-28,completed,A
1185,468,71,2023-03-30,dropped,
1186,468,41,2024-10-11,active,
1187,468,35,2025-03-11,active,
1188,469,70,2024-03-08,completed,E
1189,469,57,2024-12-16,active,
1190,469,7,2025-04-27,active,
1191,470,23,2025-05-05,active,
1192,470,91,2025-12-05,active,
1193,470,77,2024-08-22,completed,B
1194,470,115,2025-07-28,dropped,
1195,471,119,2025-12-13,dropped,
1196,472,12,2025-01-04,active,
1197,472,105,2023-06-06,completed,C
1198,473,61,2023-11-21,completed,B
1199,473,30,2025-03-05,active,
1200,473,29,2024-04-28,completed,D
1201,473,19,2025-07-08,active,
1202,474,9,2023-07-17,completed,B
1203,475,37,2023-08-14,completed,A
1204,475,99,2025-06-04,active,
1205,476,42,2025-08-23,active,
1206,477,69,2024-07-19,completed,C
1207,477,60,2024-11-25,active,
1208,477,52,2024-11-06,completed,B
1209,478,101,2025-11-20,active,
1210,478,56,2025-11-25,active,
1211,478,73,2024-10-22,completed,C
1212,478,44,2023-03-20,completed,C
1213,479,72,2023-06-15,completed,F
1214,479,13,2025-08-19,active,
1215,479,106,2024-10-18,dropped,
1216,480,42,2025-07-22,active,
1217,480,64,2024-09-03,dropped,
1218,480,83,2025-11-23,active,
1219,480,85,2023-01-04,active,
1220,481,58,2024-01-17,completed,C
1221,481,69,2024-06-24,completed,D
1222,482,73,2024-11-30,active,
1223,482,102,2025-06-13,dropped,
1224,482,117,2025-04-13,dropped,
1225,483,79,2025-10-22,active,
1226,484,110,2023-05-05,completed,B
1227,484,38,2023-10-03,completed,C
1228,485,15,2023-01-25,completed,C
1229,485,111,2024-10-11,completed,C
1230,485,37,2023-08-17,completed,B
1231,486,61,2023-10-25,completed,D
1232,486,18,2023-02-25,dropped,
1233,487,37,2023-09-03,completed,A
1234,487,112,2024-08-28,completed,C
1235,488,85,2023-01-12,completed,B
1236,488,56,2025-12-13,dropped,
1237,488,18,2023-03-18,completed,B
1238,488,11,2025-04-27,active,
1239,489,71,2023-04-12,completed,B
1240,489,105,2023-05-08,completed,D
1241,489,58,2024-01-14,completed,B
1242,489,50,2023-11-26,completed,A
1243,490,73,2024-11-17,completed,A
1244,491,89,2023-05-26,completed,D
1245,491,11,2025-06-03,dropped,
1246,491,19,2025-07-17,active,
1247,491,94,2025-06-22,dropped,
1248,492,32,2025-04-08,active,
1249,493,88,2025-08-19,active,
1250,494,79,2025-10-11,active,
1251,494,7,2025-04-24,active,
1252,494,116,2023-05-17,dropped,
1253,495,54,2023-10-05,completed,A
1254,495,46,2023-04-03,completed,C
1255,495,103,2025-01-26,active,
1256,496,75,2023-01-23,dropped,
1257,496,22,2025-07-13,active,
1258,496,74,2025-08-13,active,
1259,496,7,2025-05-02,active,
1260,497,33,2023-01-30,completed,B
1261,497,17,2023-11-07,completed,A
1262,497,79,2025-10-27,dropped,
1263,498,48,2024-12-24,completed,B
1264,498,104,2023-11-14,dropped,
1265,498,23,2025-04-19,dropped,
1266,498,34,2024-12-21,active,
1267,499,108,2024-07-08,dropped,
1268,499,64,2024-10-14,completed,C
1269,500,27,2024-06-23,dropped,
1270,500,74,2025-07-29,active,
1271,501,7,2025-05-04,active,
1272,502,39,2023-12-26,completed,C
1273,502,61,2023-11-06,completed,A
1274,502,96,2025-05-16,active,
1275,502,97,2024-08-22,completed,B
1276,503,13,2025-09-18,active,
1277,504,79,2025-10-07,active,
1278,504,118,2024-09-28,dropped,
1279,504,84,2025-08-06,active,
1280,504,110,2023-05-27,completed,C
1281,505,94,2025-06-26,dropped,
1282,505,87,2023-04-04,completed,C
1283,506,41,2024-09-23,completed,D
1284,506,71,2023-03-21,completed,B
1285,507,45,2023-06-20,completed,A
1286,507,29,2024-03-22,completed,C
1287,507,93,2023-08-26,dropped,
1288,507,37,2023-09-01,completed,F
1289,508,110,2023-06-09,completed,C
1290,509,115,2025-08-29,active,
1291,509,15,2023-02-11,completed,E
1292,510,119,2025-12-09,dropped,
1293,510,36,2024-12-15,active,
1294,510,99,2025-06-14,active,
1295,510,55,2023-05-28,completed,A
1296,511,43,2024-12-07,active,
1297,511,8,2025-08-03,active,
1298,511,34,2024-12-24,completed,A
1299,511,105,2023-06-08,completed,B
1300,512,28,2025-05-29,dropped,
1301,512,79,2025-09-26,active,
1302,512,83,2025-10-10,active,
1303,512,14,2023-08-10,active,
1304,513,115,2025-08-16,active,
1305,514,120,2023-08-25,completed,B
1306,515,116,2023-04-15,completed,E
1307,515,51,2024-11-24,active,
1308,515,74,2025-08-20,dropped,
1309,516,70,2024-03-14,completed,F
1310,517,16,2024-09-16,completed,B
1311,517,73,2024-10-21,completed,F
1312,517,69,2024-06-17,completed,D
1313,517,120,2023-09-13,completed,B
1314,518,83,2025-11-10,active,
1315,518,26,2023-04-17,completed,B
1316,518,23,2025-04-22,dropped,
1317,519,63,2024-08-16,completed,A
1318,519,11,2025-04-18,active,
1319,519,114,2025-10-24,dropped,
1320,520,63,2024-07-11,active,
1321,520,50,2023-12-03,completed,B
1322,521,3,2024-10-18,active,
1323,521,5,2024-02-17,completed,A
1324,521,44,2023-03-30,completed,B
1325,521,8,2025-09-11,dropped,
1326,522,95,2025-09-29,dropped,
1327,522,75,2022-12-14,completed,B
1328,523,61,2023-11-21,completed,C
1329,524,2,2023-05-25,completed,B
1330,524,23,2025-05-18,active,
1331,525,107,2023-12-22,dropped,
1332,525,76,2023-10-10,completed,C
1333,526,9,2023-06-29,completed,D
1334,526,103,2025-02-06,active,
1335,527,16,2024-09-28,completed,D
1336,527,88,2025-08-29,active,
1337,527,74,2025-07-28,active,
1338,528,9,2023-06-26,active,
1339,528,16,2024-09-04,completed,C
1340,528,36,2024-11-24,completed,C
1341,529,13,2025-09-24,active,
1342,529,102,2025-07-05,active,
1343,530,11,2025-04-21,dropped,
1344,530,1,2025-07-04,dropped,
1345,530,23,2025-04-24,active,
1346,530,119,2025-12-15,dropped,
1347,531,27,2024-06-17,completed,B
1348,531,19,2025-07-03,dropped,
1349,532,77,2024-07-25,completed,C
1350,533,81,2025-01-12,active,
1351,534,1,2025-06-04,dropped,
1352,534,72,2023-05-24,completed,D
1353,534,31,2023-06-13,completed,B
1354,534,25,2025-12-25,active,
1355,535,7,2025-06-13,active,
1356,535,25,2025-12-15,active,
1357,535,15,2023-02-03,completed,A
1358,536,37,2023-08-08,completed,D
1359,536,27,2024-06-25,completed,A
1360,536,56,2025-11-17,dropped,
1361,537,21,2023-10-17,completed,A
1362,537,101,2025-11-01,dropped,
1363,538,54,2023-10-30,dropped,
1364,538,26,2023-04-07,active,
1365,538,96,2025-05-09,active,
1366,539,95,2025-09-27,active,
1367,539,53,2024-05-15,completed,C
1368,540,114,2025-10-05,active,
1369,541,23,2025-04-27,dropped,
1370,541,50,2023-12-02,completed,B
1371,541,48,2024-11-25,active,
1372,541,18,2023-03-18,completed,B
1373,542,110,2023-05-31,completed,A
1374,543,29,2024-04-24,completed,C
1375,543,114,2025-10-17,dropped,
1376,543,38,2023-11-05,dropped,
1377,544,12,2024-12-24,active,
1378,544,53,2024-05-14,completed,D
1379,545,2,2023-06-01,dropped,
1380,545,94,2025-06-04,active,
1381,545,55,2023-06-30,completed,E
1382,546,117,2025-03-22,active,
1383,546,74,2025-07-28,active,
1384,547,94,2025-06-16,active,
1385,547,99,2025-06-28,dropped,
1386,547,65,2025-07-05,dropped,
1387,547,5,2024-03-14,completed,A
1388,548,89,2023-05-26,completed,A
1389,549,38,2023-10-05,completed,C
1390,549,31,2023-05-20,completed,D
1391,549,83,2025-11-22,active,
1392,550,60,2024-12-05,active,
1393,550,99,2025-07-18,dropped,
1394,550,18,2023-03-14,completed,C
1395,550,112,2024-08-27,completed,D
1396,551,68,2025-11-19,dropped,
1397,551,5,2024-03-30,dropped,
1398,551,38,2023-11-03,completed,A
1399,552,80,2024-05-01,completed,A
1400,553,114,2025-10-02,active,
1401,553,7,2025-06-02,active,
1402,553,15,2023-02-16,completed,C
1403,554,72,2023-07-02,active,
1404,555,43,2024-12-25,active,
1405,555,31,2023-06-09,completed,C
1406,556,97,2024-09-11,completed,B
1407,556,96,2025-05-06,active,
1408,557,36,2024-11-18,completed,B
1409,557,7,2025-05-01,active,
1410,557,9,2023-07-21,completed,B
1411,557,48,2024-11-22,active,
1412,558,103,2024-12-25,active,
1413,558,87,2023-03-31,completed,B
1414,558,89,2023-04-21,completed,F
1415,559,22,2025-06-13,active,
1416,560,64,2024-09-08,completed,C
1417,560,20,2024-10-14,completed,C
1418,561,61,2023-11-08,completed,C
1419,561,45,2023-06-22,completed,A
1420,562,107,2024-01-28,completed,C
1421,562,67,2023-04-28,completed,B
1422,563,59,2023-08-16,completed,C
1423,563,39,2023-12-06,completed,F
1424,563,73,2024-12-06,dropped,
1425,563,17,2023-09-30,completed,B
1426,564,80,2024-04-20,completed,B
1427,564,119,2025-11-06,dropped,
1428,565,21,2023-10-23,completed,B
1429,565,31,2023-05-18,completed,B
1430,566,72,2023-05-20,completed,F
1431,566,91,2025-10-31,active,
1432,567,69,2024-06-19,dropped,
1433,567,39,2023-12-17,dropped,
1434,568,59,2023-07-17,completed,F
1435,568,119,2025-11-29,dropped,
1436,569,83,2025-11-05,dropped,
1437,569,91,2025-12-09,dropped,
1438,569,38,2023-11-05,completed,C
1439,570,44,2023-03-19,dropped,
1440,570,89,2023-04-18,completed,A
1441,570,15,2023-01-25,completed,D
1442,570,94,2025-06-17,active,
1443,571,8,2025-08-11,active,
1444,571,78,2025-04-23,dropped,
1445,571,83,2025-11-24,active,
1446,572,11,2025-05-20,dropped,
1447,573,66,2025-05-02,active,
1448,574,78,2025-05-21,active,
1449,574,66,2025-04-16,dropped,
1450,574,8,2025-08-26,active,
1451,575,2,2023-05-07,completed,B
1452,575,37,2023-08-27,completed,C
1453,575,45,2023-07-02,completed,B
1454,576,37,2023-08-19,completed,B
1455,576,21,2023-11-22,completed,A
1456,576,104,2023-10-31,completed,D
1457,576,94,2025-06-10,active,
1458,577,12,2024-12-08,active,
1459,577,1,2025-07-02,active,
1460,577,53,2024-06-06,active,
1461,577,82,2023-06-03,completed,D
1462,578,71,2023-04-09,dropped,
1463,578,63,2024-07-26,completed,C
1464,578,6,2025-07-01,active,
1465,579,20,2024-10-12,completed,C
1466,580,16,2024-09-12,completed,B
1467,580,84,2025-09-03,active,
1468,580,86,2023-07-03,completed,B
1469,580,115,2025-07-20,active,
1470,581,75,2023-01-08,dropped,
1471,581,62,2025-06-25,active,
1472,581,73,2024-12-01,dropped,
1473,582,66,2025-04-08,dropped,
1474,582,94,2025-05-30,active,
1475,582,74,2025-08-04,active,
1476,583,46,2023-02-27,completed,B
1477,583,21,2023-11-07,completed,B
1478,584,66,2025-04-19,dropped,
1479,585,98,2024-09-05,active,
1480,585,13,2025-09-18,active,
1481,586,106,2024-09-24,completed,C
1482,586,109,2024-07-31,completed,C
1483,586,88,2025-07-19,active,
1484,587,48,2024-11-30,active,
1485,587,100,2025-05-20,active,
1486,587,63,2024-07-16,completed,D
1487,588,54,2023-10-16,dropped,
1488,589,105,2023-05-16,dropped,
1489,590,45,2023-06-12,dropped,
1490,590,40,2025-10-16,active,
1491,590,89,2023-05-01,completed,B
1492,590,47,2025-09-18,dropped,
1493,591,17,2023-11-04,completed,A
1494,591,110,2023-05-10,completed,F
1495,592,89,2023-04-14,completed,B
1496,592,98,2024-08-25,completed,A
1497,592,101,2025-12-06,active,
1498,592,15,2023-03-02,completed,A
1499,593,6,2025-07-29,active,
1500,593,9,2023-06-23,active,
1501,593,39,2023-12-30,completed,E
1502,594,86,2023-07-03,completed,D
1503,594,45,2023-06-21,dropped,
1504,595,46,2023-03-28,active,
1505,595,21,2023-11-24,completed,C
1506,595,110,2023-05-08,dropped,
1507,596,68,2025-11-05,dropped,
1508,597,22,2025-06-30,active,
1509,597,116,2023-05-31,completed,A
1510,597,97,2024-08-26,dropped,
1511,598,47,2025-08-30,active,
1512,598,90,2023-03-07,completed,B
1513,598,76,2023-10-28,completed,B
1514,598,24,2025-05-26,active,
1515,599,16,2024-09-27,completed,C
1516,599,60,2024-12-05,active,
1517,599,15,2023-03-11,completed,B
1518,600,50,2023-11-10,completed,C
1519,601,29,2024-04-13,completed,A
1520,601,71,2023-04-20,dropped,
1521,601,53,2024-05-24,completed,F
1522,601,38,2023-10-31,completed,B
1523,602,16,2024-09-03,completed,C
1524,603,95,2025-09-25,active,
1525,604,44,2023-03-27,dropped,
1526,604,26,2023-04-18,completed,D
1527,605,36,2024-12-03,completed,C
1528,605,98,2024-09-08,dropped,
1529,605,92,2024-01-19,completed,C
1530,605,99,2025-06-23,dropped,
1531,606,19,2025-06-24,active,
1532,606,99,2025-06-29,active,
1533,606,59,2023-08-06,dropped,
1534,607,13,2025-10-01,active,
1535,608,64,2024-10-08,completed,A
1536,609,20,2024-11-04,completed,A
1537,609,39,2024-01-09,completed,B
1538,609,80,2024-05-09,completed,C
1539,610,65,2025-06-25,active,
1540,610,34,2025-01-29,active,
1541,610,70,2024-03-27,dropped,
1542,610,44,2023-02-24,completed,B
1543,611,57,2025-01-17,completed,C
1544,611,59,2023-08-11,completed,B
1545,611,5,2024-03-05,completed,B
1546,611,23,2025-04-05,active,
1547,612,85,2023-02-09,completed,C
1548,612,71,2023-03-31,completed,B
1549,612,88,2025-08-10,active,
1550,612,70,2024-03-24,completed,B
1551,613,42,2025-08-25,active,
1552,613,8,2025-08-22,active,
1553,613,4,2025-11-18,active,
1554,614,49,2024-05-14,dropped,
1555,614,13,2025-09-10,active,
1556,614,55,2023-07-05,completed,A
1557,615,76,2023-11-17,completed,B
1558,615,11,2025-05-07,active,
1559,615,117,2025-04-25,active,
1560,616,85,2023-02-05,dropped,
1561,616,111,2024-10-03,completed,B
1562,616,55,2023-05-25,dropped,
1563,616,73,2024-11-11,active,
1564,617,74,2025-08-26,active,
1565,617,13,2025-09-27,active,
1566,617,104,2023-11-12,completed,C
1567,618,22,2025-06-19,dropped,
1568,618,79,2025-10-02,active,
1569,618,39,2024-01-11,completed,D
1570,619,37,2023-07-26,completed,C
1571,619,34,2024-12-26,completed,F
1572,620,76,2023-10-25,completed,C
1573,621,55,2023-05-28,completed,B
1574,621,27,2024-05-27,completed,B
1575,621,45,2023-06-16,completed,B
1576,621,102,2025-06-18,active,
